#,Väljaanne,Kaebuse sisu,Lahendi kuupäev,Lahendi liik,Otsuse sisu,Koodeks,Väljaande nimi
 589 , Postimees 03.09.15 Väide: poliitikud soovisid Leedolt miljoneid ," Kaebaja ei ole rahul, et talle tõsiseid süüdistusi esitavas artiklis sõna ei antud. ",22.10.15,tauniv,"TAUNIV: Leht rikkus ajakirjanduseetika koodeksi punkti 4.2., mis näeb ette, et konflikti sisaldava materjali puhul peab ajakirjanik ära kuulama kõik osapooled. Pressinõukogu hinnangul on artiklis seostatud Kalev Lillo poolt Reformierakonnale raha küsimine ja Tallinna sadama võit Vjatðeslav Leedo üle praamikonkursil, mis jätab lugejatele mulje, et tegemist võis olla altkäemaksu küsimisega. Pressinõukogu arvates on tegu tõsise süüdistusega, mis vajanuks kindlasti kaebaja kommentaari. ",['4.2'],Postimees
 588 , Õhtuleht 21.08.15 Hiiumaa lähedale kerkib meretäis Oleviste kiriku kõrguseid tuulikuid , Kaebaja ei saanud võimalust süüdistuste kommenteerimiseks ega vastulauseks. Samuti peab kaebaja artikli juures olevat fotot koos pildiallkirjaga eksitavaks. Artikkel sisialdab ebaõigeid faktiväiteid. ,22.10.15,tauniv,"TAUNIV: Õhtuleht rikkus ajakirjanduseetika koodeksi punkti 4.2., mis näeb ette, et konflikti sisaldava materjali puhul peab ajakirjanik ära kuulama kõik osapooled. Kuigi leht esitas Nelja Energiale küsimused, ei ole konfliktsetes küsimustes kaebajale kommentaari pakutud. Pressinõukogu leiab, et korruptsioonisüüdistus puudutab nii altkäemaksu andjat kui ka võtjat ja seepärast oleks sellise kahtluse puhul pidanud Nelja Energiale sõna andma. Pressinõukogu leiab, et Õhtuleht rikkus koodeksi punkti 4.1., mis näeb ette, et uudismaterjal põhinegu tõestataval ja tõenditega tagatud faktilisel infol. Pressinõukogu leiab, et korruptsioonisüüdistus ei ole artiklis tõestatud. ","['4.2', '4.1']",Õhtuleht
 587 , Eesti Ekspress 26.08.15 Selle suve vägistamisafäär , Kaebaja hinnangul sisaldab artikkel koos kõrvallooga hulgaliselt valefakte ning tekitab talle sellega kahju. ,22.10.15,õigeksmõistev,"ÕIGEKSMÕISTEV: Leht ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul tugines leht politsei kirjalikule materjalile, milles pole alust kahelda. Lisaks pakkus toimetus Triin Tulevile võimalust kommentaariks, millest kaebaja aga keeldus. Pressinõukogu käsitleb Triin Tulevit avaliku elu tegelasena, sest ta on osalenud teleseriaalis ja on korduvalt eksponeerinud enda isikut avalikkuses. Sellest tulenevalt on tema puhul ka ajakirjanduse tavalisest suurem tähelepanu ja kriitika õigustatud. ",[],Eesti Ekspress
 586 ," Eesti Päevaleht 26.08.15 Rõivase, Ilvese ja Kaljuranna külalised on hakanud suhtlema põhjakorealikult "," Kaebaja ei ole rahul, et leht ei avaldanud vastulauset, kuigi artikkel sisaldas valefakte ja vastulausega sooviti need parandada. ",22.10.15,tauniv,"TAUNIV: Päevaleht rikkus ajakirjanduseetika koodeksi punkti 5.1., mis näeb ette, et kui kellegi kohta avaldatakse tõsiseid süüdistusi, tuleks talle pakkuda kommentaari võimalust samas numbris. Samuti eksis leht koodeksi punkti 5.2. vastu, mis ütleb, et vastulausega on õigus parandada avaldatud materjalis esinevaid faktivigu ja tsitaate. Pressinõukogu hinnangul esitati artiklis Euroopa Komisjoni asepresidendi Federica Mogherini kohta tõsiseid süüdistusi ja seepärast oleks pidanud olema kaebaja kommentaar arvamusartikli juures või siis oleks pidanud leht avaldama järgmisel päeval kaebaja vastulause. ","['5.1', '5.2']",Eesti Päevaleht
 585 , Delovõje Vedomosti 19.06.15 BLRT Grupp lõpetas 2014. aasta kasumlikult ," Kaebaja hinnangul on artikli juures olev foto eksitav, negatiivse alatooniga ja mainet kahjustav. ",17.09.15,õigeksmõistev,ÕIGEKSMÕISTEV: Delovõje Vedomosti ei ole eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu ei leia foto kasutamisel pahatahtlikkust ega lugeja eksitamist. ,[],Delovõje Vedomosti
 584 ," Eesti Ekspress 08.04.15 Teel võlaorjusse. Mis saab Eesti stiilseimaks meheks valitud ekspankurist?, Ärieliidi pankur ja võlaorjus?, Eesti rikkaid pügati nagu lolle lambaid "," Kaebaja ei ole rahul, et ta ei saanud võimalust kommentaariks ja vastulauseks. Samuti leiab kaebaja, et info tõesust ja allikate usaldusväärsust ei ole kontrollitud. ",17.09.15,õigeksmõistev,ÕIGEKSMÕISTEV: Eesti Ekspress ei ole eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul on Tõnis Haavelile pakutud võimalust kommentaariks. ,[],Eesti Ekspress
 583 , Eesti Päevaleht 02.07.15 Avalik kiri Rein Rauale ," Kaebaja ei ole rahul, et toimetus muutis tema teksti nõusolekuta. ",17.09.15,tauniv,"TAUNIV: Eesti Päevaleht rikkus ajakirjanduseetika koodeksi punkti 4.12., mis näeb ette, et välisautori poolt loodud ajakirjandusliku materjali sisu ei ole hea muuta autori teadmise ja nõusolekuta. ",['4.12'],Eesti Päevaleht
 582 , Postimees ," Kaebaja leiab, et artikkel hävitab ta maine, ta ei ole sõna saanud ja artikkel sisisladab kinnitamata väiteid. ",17.09.15,õigeksmõistev," ÕIGEKSMÕISTEV: Postimees ei ole eksinud ajakirjanduseetika koodeksi vastu, sest ei ole artiklis osapoolte nimesid ega nendega seotud üksikasju avaldanud. Postimehe artiklite puhul on tegemist kohtuotsuse kajastamisega ja taustainfoga kaebaja kohta. ",[],Postimees
 581 , Eesti Päevaleht 14.04.15 Kunstnike liit kahvlis: kas müüa Vabaduse väljaku korterid alla turuhinna või maksta kopsakas leppetrahv ," Kaebaja ei ole rahul, et ei saanud artiklis sõna ega võimalust vastulauseks. Samuti ei ole kaebaja rahul, et Eesti Kunstnike Liidu kommentaari ei avaldatud ja ebaselge on, millist väljaannet ajakirjanik esindab. ",17.09.15,õigeksmõistev,ÕIGEKSMÕISTEV: Eesti Päevaleht ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul ei ole kaebaja suhtes esitatud tõsiseid süüdistusi ja leht on kaebajale kui osapoolele pakkunud ka sõna. ,[],Eesti Päevaleht
 580 , Müürileht 01.06.15 Nihilist: must materjal , Kaebaja hinnnagul esitab artikkel tema kohta laimu ja valesüüdistusi. ,17.09.15,õigeksmõistev,"ÕIGEKSMÕISTEV: Müürileht ei ole eksinud ajakirjanduseetika koodeksi vastu portreteerides Mikk Pärnitsat. Artiklis on viidatud sellele, et Nihilistis on Mikk Pärnitsal provokaatori roll ja on toodud näited, millest üks puudutas Delfit. Ka Mikk Pärnits ise ei eita Delfiga seonduvat, kuid ütleb, et see on kontekstist välja rebitud. ",[],Müürileht
 579 , Postimees 05.06.15 Sahinad: Ingrid Veidenberg käis Kroonika peol ajakirjanikke oma ridadesse värbamas? , Kaebaja hinnangul on artiklis esitatud ebaõigeid faktiväiteid ja temalt ei ole kommentaari võetud. ,17.09.15,tauniv,"TAUNIV: Väljaanne rikkus veebis avaldatud looga ajakirjanduseetika koodeksi punkti 4.2., mis näeb ette, et konflikti sisaldava materjali puhul peab ajakirjanik ära kuulama kõik osapooled. Pressinõukogu hinnangul ei olnud artikli teema nii päevakajaline, et see ilma kaebaja kommentaarita avaldada. ",['4.2'],Postimees
 578 , Saarte Hääl 23.05.15 Vjatðeslav Leedo: Saksa turust võiks saada edulugu ," Kaebaja hinnangul on artiklis nende kohta avaldatud eksitavat infot, mis kahjustab kaebaja mainet. Kaebaja ei ole rahul, et ei saanud võimalust kommentaariks, kuigi tema kohta on avaldatud tõsiseid süüdistusi. ",17.09.15,õigeksmõistev,"ÕIGEKSMÕISTEV: Leht ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul oli tegemist Vjatšeslav Leedo sõnadega, mis ei kujutanud endast sellist süüdistust, mis oleks nõudnud OÜ Saaremaa Raadio kommentaari või vastulauset. Pigem on tegemist Vjatšeslav Leedo hinnanguga. ",[],Saarte Hääl
 577 , Delfi 23.03.15 Eesti Energia juht käis perega Jordaania projekti inspekteerimas , Kaebaja hinnangul on tegemist tema isikliku ja pere puhkeaja ja andmete avalikustamisega. ,02.07.15,õigeksmõistev,"ÕIGEKSMÕISTEV: Delfi ei ole eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul võib avalikkus õigustatult tunda huvi selle vastu, kelle kulul ja mis põhjusel käis Eesti Energia juhi pere temaga tööreisil kaasas. Avaliku elu tegelaseks olev Eesti Energia juht ning teda töö- ja puhkusereisil saatnud ja hiljem Pressinõukogu poole kaebusega pöördunud abikaasa Marika Sutter on ise enda ja oma lapse asetanud olukorda, kus ta peab taluma avaliku elu tegelasele osaks saavat tähelepanu. ",[],Delfi
 576 ," Eesti Päevaleht 01.04.15 Põhja-Tallinna kommiraha. Rahahädas linnaosa üritas jätta mulje, et kommipakkide eest maksti poole vähem kui tegelikult "," Kaebaja peab artiklit ja selle pealkirja eksitavaks ja ebatäpseks. Samuti ei ole kaebaja rahul sama päeva juhtkirja pealkirjaga. Kaebaja ei ole rahul, et leht ei avaldanud Põhja-Tallinna valitsuse artiklit vastulausena. ",04.06.15,õigeksmõistev,"ÕIGEKSMÕISTEV: Päevaleht ei rikkunud ajakirjanduseetika koodeksit, sest Põhja-Tallinna linnaosa valitsusel oli aega sisuliselt vastata ligi kaks nädalat. Samas leidis linnaosa võimaluse oma vastulause esitada kiiremini kui 30 päeva. Pressinõukogu hinnangul oli toimetusel õigus piirata vastulause mahtu ja nõuda selle toimetamist, sest vastulausega on õigus vaid valefakte ja tsitaate parandada. ",[],Eesti Päevaleht
 575 , Maaleht 04.05.15 Krõpsutootja kirjeldab elu maal: aasta jooskul käis mind kontrollimas 22 VTA inspektorit , Kaebaja hinnangul on artikkel VTA tegevust halvustav ja sisaldab mitmeid valeväiteid. Lisaks ei saanud kaebaja võimalust kommentaariks. ,04.06.15,tauniv,"TAUNIV: Maaleht rikkus ajakirjanduseetika koodeksi punkti 4.2., mis näeb ette, et konflikti sisaldava materjali puhul peab ajakirjanik ära kuulama kõik osapooled. Kuna artikkel sisaldas süüdistusi VTA kohta, siis oleks pidanud samas sõna andma ka VTA esindajale sõltumata sellest, kas nad avalikule ettekandele Toiduliidu aastakonverentsil reageerisid või mitte. Kuna aastakonverents toimus 29. aprillil ja artikkel ilmus 4. mail, siis oli ajakirjanikul aega VTA käest kommentaari küsimiseks. ",['4.2'],Maaleht
 574 , Postimees 21.04.15 Keskerakonna muutuste aeg - ühe partei kaks nägu ," Kaebaja leiab, et artikkel sisaldab tõele mittevastavat faktiväidet. ",04.06.15,tauniv,"TAUNIV: Postimees rikkus ajakirjanduseetika koodeksi punkti 1.4., mis näeb ette, et ajakirjandusorganisatsioon kannab hoolt selle eest, et ei ilmuks ebatäpne, moonutatud või eksitav info. Pressinõukogu hinnangul eksitas Postimees lugejaid, sest avaldas tõele mittevastava väite Tallinna abilinnapea Mihhail Kõlvarti kohta. ",['1.4'],Postimees
 571 ," Õhtuleht 08.04.15 Kristi Nilov koristas oma kodu ""Kodutunde"" rahaga "," Kaebaja hinnangul sisaldab artikli pealkiri ebaõiget fakti ja on avalikkust eksitav. Kaebaja leiab, et artikkel on tasakaalustamata ja eksitav. Samuti ei ole kaebaja rahul, et ei saanud võimalust vastulauseks ega paranduseks. ",04.06.15,õigeksmõistev,"ÕIGEKSMÕISTEV: Leht ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul on artiklis avaldatud osapoolte seisukohad. Pressinõukogu ei pea artikli pealkirja eksitavaks, sest Kristi Nilov tasus koristusteenuse eest „Kodutunde“ rahaga, mida ta ise ka ei eita. Pressinõukogu leiab, et Õhtulehel ei olnud kohustust avaldada vastulause või õiendus. ",[],Õhtuleht
 570 , Äripäev 19.01.15 ," Kaebaja leiab, et artikkel on täis faktivigu. Samuti ei ole ta rahul, et ei saanud võimalust esitatud fakte ümber lükata. ",04.06.15,õigeksmõistev,"ÕIGEKSMÕISTEV: Äripäev ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul tegi ajakirjanik piisavalt pingutusi, et Greete Reinson kätte saada. Lisaks ei olnud kaebaja kohta artiklis esitatud süüdistusi, mistõttu ei olnud põhjust artikli ilmumist edasi lükata. Pressinõukogu hinnangul ei ole ebatäpsus firma nime ja aadressiga sellised, mis loo kontekstis olulist tähtsust omaks ja seega ei ole tegemist selliste vigadega, mis tooks kaasa ajakirjanduseetika koodeksi rikkumise. Lisaks parandas Äripäev maja numbri ja firma nime veebis olevas artiklis. ",[],Äripäev
 569 ," Eesti Ekspress 08.04.15 Kirjanikud vaidlevad, kumb on teleseriaali autor "," Kaebaja ei ole rahul, et talle sõna ei antud. ",29.04.15,tauniv,"TAUNIV: Eesti Ekspress rikkus ajakirjanduseetika koodeksi punkti 4.2., mis näeb ette, et konflikti sisaldava materjali puhul peab ajakirjanik ära kuulama kõik osapooled. Pressinõukogu hinnangul sai kaebaja vastamiseks liiga lühikese aja. Samuti ei olnud tegemist ajakriitilise looga, et see ilma kaebaja kommentaarita avaldada. ",['4.2'],Eesti Ekspress
 568 , MK-Estonia 18.03.15 Köögi segadus ," Kaebaja ei ole rahul, et vaatamata tema kommentaaridele ilmus artikkel laimava tooniga. Samuti ei ole ta rahul, et ei saanud kõiki kliendi väiteid kommenteerida. ",29.04.15,õigeksmõistev,"ÕIGEKSMÕISTEV: MK-Estonia ei ksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul on kaebaja saanud artiklis piisavas mahus sõna. Pressinõukogu leiab, et artikli sissejuhatus on neutraalne ja ilma ajakirjaniku hinnanguteta ning ei sisalda süüdistust Vendi Mööbli kohta. ",[],MK-Estonia
 567 , ERR 17.03.15 Ministeerium nõuab Heiki Valnerilt tagasi 12 000 eurot toetuste raha ," Kaebaja leiab, et artikkel sisaldab laimavaid väiteid, mis ei ole kinnitust leidnud. ",29.04.15,õigeksmõistev,"ÕIGEKSMÕISTEV: Eesti Rahvusringhääling ei ole eksinud ajakirjanduseetika koodeksi vastu, sest artiklis avaldatud väited põhinevad põllumajandusministeeriumi kantsleri kirjal ning ELL sai võimaluse ministeeriumi süüdistusi kommenteerida. ",[],ERR
 566 ," Õhtuleht 17.03.15 ""Pealtnägija"": ministeerium nõuab Heiki Valnerilt tagasi 12 000 eurot toetuste raha, teletäht sõimas ministrit seaks "," Kaebaja leiab, et artikkel sisaldab laimavaid väiteid, mis ei ole kinnitust leidnud. ",29.04.15,õigeksmõistev,"ÕIGEKSMÕISTEV: Õhtuleht ei ole eksinud ajakirjanduseetika koodeksi vastu, sest artiklis avaldatud väited põhinevad põllumajandusministeeriumi kantsleri kirjal ning ELL sai võimaluse ministeeriumi süüdistusi kommenteerida. ",[],Õhtuleht
 565 , Postimees 17.03.15 «Pealtnägija»: ministeerium nõuab Heiki Valnerilt raha tagasi ," Kaebaja leiab, et artikkel sisaldab laimavaid väiteid, mis ei ole kinnitust leidnud. ",29.04.15,õigeksmõistev,"ÕIGEKSMÕISTEV: Postimees ei ole eksinud ajakirjanduseetika koodeksi vastu, sest artiklis avaldatud väited põhinevad põllumajandusministeeriumi kantsleri kirjal ning ELL sai võimaluse ministeeriumi süüdistusi kommenteerida. ",[],Postimees
 564 ," Delfi 17.03.15 ""Pealtnägija"": Heiki Valnerilt nõutakse tagasi riigieelarvest eraldatud raha, tuntud teletäht sõimas ministrit seaks "," Kaebaja leiab, et artikkel sisaldab laimavaid väiteid, mis ei ole kinnitust leidnud. ",29.04.15,õigeksmõistev,"ÕIGEKSMÕISTEV: Delfi ei ole eksinud ajakirjanduseetika koodeksi vastu, sest artiklis avaldatud väited põhinevad põllumajandusministeeriumi kantsleri kirjal ning ELL sai võimaluse ministeeriumi süüdistusi kommenteerida. ",[],Delfi
 563 , Äripäev 09.03.15 Kõlvart kaevati kaposse ," Kaebaja ei ole rahul, et talle sõna ei antud, kuigi tegemist oli kriitilise materjaliga tema suhtes. ",29.04.15,tauniv,"TAUNIV: Äripäev rikkus ajakirjanduseetika koodeksi punkti 5.1., mis näeb ette, et kui kellegi kohta avaldatakse tõsiseid süüdistusi, tuleks talle pakkuda kommentaarivõimalust samas numbris. Pressinõukogu hinnangul oleks Äripäev pidanud võtma kommentaari Mihhail Kõlvartilt. ",['5.1'],Äripäev
 561 ," Eesti Päevaleht 04.03.15 EKRE wunderkind Jaak Madison: taastame osaliselt surmanuhtluse, nõuame abordiks eriluba ja ehitame üles sõjatööstuse ", Kaebaja hinnangul sisaldab artikkel sihtasutuse kohta valet. ,25.03.15,õigeksmõistev,"ÕIGEKSMÕISTEV: Leht ei ole eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul ei ole artiklis kirjas, et toetati EKRE poliitikute voldikute trükkimist, vaid viidatud reklaamidele, kus soovitati vältida kooseluseaduse poolt hääletanud riigikogulasi. ",[],Eesti Päevaleht
 559 ," Eesti Päevaleht, Delfi 15.01.15 Puhja ülikallis lumetõrjeleping sõlmiti kohaliku volikogu liikmega "," Kaebaja ei ole rahul, et artiklid sisaldavad eksitavat ja moonutatud infot, faktid on kontrollimata ning Delfi ja Eesti Päevaleht keeldusid vastulause avaldmisest. ",25.03.15,tauniv,"TAUNIV: Päevaleht ja Delfi rikkusid ajakirjanduseetika koodeksi punkti 1.4., mis näeb ette, et ajakirjandusorganisatsioon kannab hoolt selle eest, et ei ilmuks ebatäpne, moonutatud või eksitav info. Pressinõukogu hinnangul ei ole ajakirjanik olnud täpne hanke korra osas ja selles, mis puudutab maksuvõlaga seonduvat. Samuti peab Pressinõukogu eksitavaks sõna „ülikallis“ kasutamist pealkirjas ja seda võrreldes teiste artikli juures väljatoodud lepingutega. ",['1.4'],Delfi
 558 ," Eesti Päevaleht, Delfi 13.02.15 Ülisüttiva vedeliku saladus: absorbendi pähe veeti tuhandeid tonne kütust? "," Kaebaja ei ole rahul, et ajakirjanik enne loo ilmumist nendega ühendust ei võtnud. Samuti ei ole kaebaja rahul Delfis vastluase avaldamise viisiga ja sellega, et Päevaleht paberlehes koheselt vastulauset ei avaldanud. Kaebaja leiab, et artiklis on avaldatud ebaõigeid fakte ja esitatud eksitavat infot. ",25.03.15,tauniv,"TAUNIV: Delfi ja Eesti Päevaleht rikkusid ajakirjanduseetika koodeksi punkti 1.4., mis näeb ette, et ajakirjandusorganisatsioon kannab hoolt selle eest, et ei ilmuks ebatäpne, moonutatud või eksitav info. Alexela Logistics AS ja Alexela Oil AS on kaks erinevat firmat. Lisaks ei tule artikli juures avaldatud saatelehtedest välja, et Eesti turule on toodud kütust. Eksitava mulje loomisele aitab kaasa ka Delfi artikli juures olev küsitlus solkkütuse kohta. Samuti rikuti punkti 4.2., mis näeb ette, et konflikti sisaldava materjali puhul peab ajakirjanik ära kuulama kõik osapooled. Pressinõukogu hinnangul on kirjutatud halvustavat infot Alexela Sillamäe kohta, kuid selle juhile artiklis sõna antud ei ole. ","['1.4', '4.2']",Delfi
 557 , Eesti Päevaleht 28.01.15 Heale tuttavale üle 160 000 euro laenanud naised ei saa Hiinasse kolinud võlglaselt raha kätte isegi kohtu abiga ," Kaebaja leiab, et artikkel sisaldab ebatäpset infot, allikate motiivid on jäetud kontrollimata ja temast on jäetud mulje kui kuritahtlikust kelmist. ",25.03.15,tauniv,"TAUNIV: Päevaleht rikkus ajakirjanduseetika koodeksi punkti 1.4., mis näeb ette, et ajakirjandusorganisatsioon kannab hoolt selle eest, et ei ilmuks ebatäpne, moonutatud või eksitav info. Pressinõukogu hinnangul oleks artiklis pidanud välja tooma ka laenukontori tegevuse, millele kaebaja ajakirjanikuga suheldes tähelepanu juhtis. Pressinõukogu leiab, et ajakirjanik on võtnud endale ühe poole positsiooni, kuid see loob olukorrast moonutatud pildi. Samuti rikkus leht punkti 3.5., mis näeb ette, et toimetus kontrollib, eelkõige kriitilise materjali korral, info tõesust ja allikate usaldusväärsust. ","['1.4', '3.5']",Eesti Päevaleht
 556 , Eesti Päevaleht 16.01.15 Kremli-meelne Zarenkov sai aastate jooksul üle 20 000 euro teadmata päritoluga raha ," Kaebaja ei ole rahul, et ajakirjanik teda jälitas ja hiljem avaldas artiklid, mis tema õigusi rikuvad. ",25.03.15,õigeksmõistev,"ÕIGEKSMÕISTEV: Eesti Päevaleht ei ole rikkunud ajakirjanduseetika koodeksit. Pressinõukogu hinnangul on avalikkusel ja ajakirjandusel õigus teada saada, kus töötab pistise võtmise eest süüdimõistetud isik, kellele on kohtuotsusega pandud ka töökoha piirangud. Pressinõukogu hinnangul ei olnud tegemist ajakirjaniku sekkumisega kaebaja eraellu. ",[],Eesti Päevaleht
